,sentence,#aspect terms,aspect_terms,at_polarity
2046,Menu में बहुत से options हैं: मैं वापस उन potato pancakes को try करने की hope कर रहा हूँ।,2,"['Menu', 'potato pancakes']","['positive', 'positive']"
2047,जैसे ही मैं saturday या sunday को उठता हूँ तो पहली बात मेरे mind में यह आती है कि मुझे कब और कहाँ से fried dumpling मिलेगी।,1,['fried dumpling'],['positive']
2048,"Staff उतना friendliest या उतना competent नहीं, और मैं service के लिए stickler हूँ, लेकिन इस place को लेकर सबकुछ इसे बनाता है।",2,"['Staff', 'service']","['negative', 'negative']"
2049,"मेरी wife और मैं usually एक primi और एक secondi का order देते हैं और उन्हें split कर देते हैं, क्योंकि वे अक्सर बड़े portions पेश करते हैं।",3,"['primi', 'secondi', 'portions']","['positive', 'positive', 'positive']"
2050,इस restaurant को overhyped किया गया था।,0,[],[]
2051,मैंने उससे उसके employees को लेकर comments overheard किया कि यह dining area में delivered नहीं होना चाहिए था और जबकि मैं वहाँ बैठा हूँ उसने दूसरे customer को lecture दिया।,2,"['employees', 'dining area']","['negative', 'neutral']"
2052,Crab cakes भी स्वादिष्ट है।,1,['Crab cakes'],['positive']
2053,"अब हमारे list में top पर, Del Frisco's Steakhouse है। ",0,[],[]
2054,मैं तुम्हें वहाँ भागकर नहीं खाते हुए देखना imaging नहीं कर सकता।,0,[],[]
2055,मुझे यह अब तक का सबसे worst dining experience हुआ।,1,['dining experience'],['negative']
2056,मैं यहाँ पर years से आ रहा हूँ और मेरे पास कुछ नहीं है लेकिन service के बारे में और La Lanterna के staff को लेकर कहने के लिए good things हैं।,2,"['service', 'staff']","['positive', 'positive']"
2057,बस किसी को ले आओ जो Cantonese बोलता हो क्योंकि waiter आपको understand नहीं कर पायेगा।,1,['waiter'],['negative']
2058,मुझे लगा कि मैं मर कर heaven चला गया।,0,[],[]
2059,"कुछ place पर नहीं, मैं खोजने का try करूंगा लेकिन अगर मैं फिर से area में रहा, मैं certainly उसे रोकूँगा। ",0,[],[]
2060,Bruschetta और panini का बहुत स्वादिष्ट है!,2,"['Bruschetta', 'panini']","['positive', 'positive']"
2061,"Food okay था, कुछ भी great नहीं था। ",1,['Food'],['neutral']
2062,हर waitress और customer जो यहाँ से गुज़रता है मेरे chair से टकराता है।,1,['waitress'],['neutral']
2063,मैं वहाँ तब से जा रहा हूँ जब से यह opened हुआ और मुझे enough नहीं मिला है।,0,[],[]
2064,"हमेशा popular, हमेशा full, हमेशा एक wait के साथ।",1,['wait'],['negative']
2065,"असल में, तुम इसे miss नहीं कर सकते हो।",0,[],[]
2066,मैंने recently Suan try किया और मुझे लगा कि यह great है।,0,[],[]
2067,एक little noise लेकिन मुझे लगता है कि हमारे party की वजह से था।,0,[],[]
2068,यह वही Sichuan chef चला रहा है जिसने Chinatown में chain start किया था।,1,['Sichuan chef'],['neutral']
2069,Feel हो रहा है कि वे groove में कुछ समय पहले ही settle हो गए।,0,[],[]
2070,"अगर omakase को technique और variety का showcase, 40% से ज्यादा items BBQ-ed की serving है और एक spicy tuna roll, जो fresh nori में लिपटा हुआ भी नहीं, बल्कि एक limp performance सी दिख रही है।",3,"['spicy tuna roll', 'serving', 'nori']","['negative', 'neutral', 'negative']"
2071,"मैं summer का wait नहीं कर सकता हूँ, जब वे अपने gigantic patio पर बाहर serve करेंगे।",1,['patio'],['positive']
